UI,Name,Count,DateRange,PriorYearCount,PriorYearDateRange
D053455,Caspase 10,1,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053456,Caspase 14,1,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053468,CARD Signaling Adaptor Proteins,281,2025/01/01-2025/12/31,339,2024/01/01-2024/12/31
D053470,"Caspases, Effector",618,2025/01/01-2025/12/31,815,2024/01/01-2024/12/31
D053471,"Caspases, Initiator",604,2025/01/01-2025/12/31,666,2024/01/01-2024/12/31
D053472,Nod Signaling Adaptor Proteins,94,2025/01/01-2025/12/31,95,2024/01/01-2024/12/31
D053473,Nod2 Signaling Adaptor Protein,73,2025/01/01-2025/12/31,72,2024/01/01-2024/12/31
D053474,Nod1 Signaling Adaptor Protein,28,2025/01/01-2025/12/31,32,2024/01/01-2024/12/31
D053475,Receptor-Interacting Protein Serine-Threonine Kinase 2,15,2025/01/01-2025/12/31,22,2024/01/01-2024/12/31
D053476,"Extinction, Biological",251,2025/01/01-2025/12/31,212,2024/01/01-2024/12/31
D053477,Apoptotic Protease-Activating Factor 1,10,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D053478,Apoptosomes,2,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053480,Cholesterol Ester Transfer Proteins,38,2025/01/01-2025/12/31,50,2024/01/01-2024/12/31
D053481,Secretory Leukocyte Peptidase Inhibitor,13,2025/01/01-2025/12/31,11,2024/01/01-2024/12/31
D053482,beta 2-Glycoprotein I,45,2025/01/01-2025/12/31,49,2024/01/01-2024/12/31
D053483,Eye Movement Measurements,692,2025/01/01-2025/12/31,571,2024/01/01-2024/12/31
D053484,RecQ Helicases,73,2025/01/01-2025/12/31,72,2024/01/01-2024/12/31
D053485,Porcine epidemic diarrhea virus,189,2025/01/01-2025/12/31,164,2024/01/01-2024/12/31
D053486,Melanocortins,324,2025/01/01-2025/12/31,376,2024/01/01-2024/12/31
D053487,DEAD-box RNA Helicases,738,2025/01/01-2025/12/31,721,2024/01/01-2024/12/31
D053488,DnaB Helicases,8,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D053489,Mink Viral Enteritis,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053490,Mink enteritis virus,2,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053491,"Proteinase Inhibitory Proteins, Secretory",697,2025/01/01-2025/12/31,766,2024/01/01-2024/12/31
D053492,Elafin,6,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053493,Cholestanetriol 26-Monooxygenase,30,2025/01/01-2025/12/31,29,2024/01/01-2024/12/31
D053495,Osteopontin,286,2025/01/01-2025/12/31,260,2024/01/01-2024/12/31
D053496,"Inositol 1,4,5-Trisphosphate Receptors",94,2025/01/01-2025/12/31,86,2024/01/01-2024/12/31
D053497,Corticotropin-Like Intermediate Lobe Peptide,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053498,Sarcoplasmic Reticulum Calcium-Transporting ATPases,137,2025/01/01-2025/12/31,104,2024/01/01-2024/12/31
D053499,Plasma Membrane Calcium-Transporting ATPases,31,2025/01/01-2025/12/31,29,2024/01/01-2024/12/31
D053500,gamma-Lipotropin,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053501,Arsenite Transporting ATPases,1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053502,Arsenate Reductases,1,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D053503,Epithelial Sodium Channels,74,2025/01/01-2025/12/31,61,2024/01/01-2024/12/31
D053504,"Matrix Metalloproteinases, Membrane-Associated",49,2025/01/01-2025/12/31,54,2024/01/01-2024/12/31
D053505,"Matrix Metalloproteinases, Secreted",1186,2025/01/01-2025/12/31,1415,2024/01/01-2024/12/31
D053506,Matrix Metalloproteinase 10,11,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053507,Matrix Metalloproteinase 11,8,2025/01/01-2025/12/31,15,2024/01/01-2024/12/31
D053508,Matrix Metalloproteinase 12,32,2025/01/01-2025/12/31,46,2024/01/01-2024/12/31
D053509,Matrix Metalloproteinase 13,74,2025/01/01-2025/12/31,121,2024/01/01-2024/12/31
D053511,Matrix Metalloproteinase 14,46,2025/01/01-2025/12/31,43,2024/01/01-2024/12/31
D053513,Matrix Metalloproteinase 16,1,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053515,Matrix Metalloproteinase 17,0,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053517,Matrix Metalloproteinase 15,0,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053519,Matrix Metalloproteinase 20,5,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053520,Marinobacter,10,2025/01/01-2025/12/31,12,2024/01/01-2024/12/31
D053521,Alcanivoraceae,9,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053522,Piscirickettsia,18,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D053523,Amelogenin,41,2025/01/01-2025/12/31,28,2024/01/01-2024/12/31
D053524,Beggiatoa,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053525,Thiothrix,1,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053526,Listonella,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053527,Keratin-4,0,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053528,Lysobacter,16,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D053529,"Leukokeratosis, Hereditary Mucosal",0,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053530,"Keratins, Type I",161,2025/01/01-2025/12/31,198,2024/01/01-2024/12/31
D053531,"Keratins, Type II",75,2025/01/01-2025/12/31,93,2024/01/01-2024/12/31
D053532,Xanthomonas axonopodis,15,2025/01/01-2025/12/31,17,2024/01/01-2024/12/31
D053533,Keratin-8,11,2025/01/01-2025/12/31,12,2024/01/01-2024/12/31
D053534,Keratin-9,2,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053535,Keratin-13,1,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053536,Keratin-16,5,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D053537,Keratin-17,16,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D053538,Keratin-18,26,2025/01/01-2025/12/31,27,2024/01/01-2024/12/31
D053539,Keratin-19,85,2025/01/01-2025/12/31,104,2024/01/01-2024/12/31
D053544,Marinomonas,1,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053545,Spirulina,222,2025/01/01-2025/12/31,218,2024/01/01-2024/12/31
D053546,"Keratoderma, Palmoplantar, Epidermolytic",1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053547,Keratin-14,12,2025/01/01-2025/12/31,14,2024/01/01-2024/12/31
D053549,Pachyonychia Congenita,8,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D053550,Keratin-10,7,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053551,Keratin-12,1,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053552,Keratin-7,21,2025/01/01-2025/12/31,26,2024/01/01-2024/12/31
D053553,Keratin-6,13,2025/01/01-2025/12/31,17,2024/01/01-2024/12/31
D053554,Keratin-20,11,2025/01/01-2025/12/31,12,2024/01/01-2024/12/31
D053555,Keratin-5,17,2025/01/01-2025/12/31,24,2024/01/01-2024/12/31
D053556,Keratin-1,13,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D053557,Keratin-2,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053558,Keratin-3,1,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053559,"Corneal Dystrophy, Juvenile Epithelial of Meesmann",1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053560,Ichthyosis Bullosa of Siemens,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053561,Somatostatin-28,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053564,"Keratins, Hair-Specific",8,2025/01/01-2025/12/31,14,2024/01/01-2024/12/31
D053565,Hypercalciuria,29,2025/01/01-2025/12/31,35,2024/01/01-2024/12/31
D053566,Hygiene Products,106,2025/01/01-2025/12/31,97,2024/01/01-2024/12/31
D053569,Keratin-15,2,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053570,Porcine Postweaning Multisystemic Wasting Syndrome,0,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053573,"Receptors, Interleukin-1 Type I",30,2025/01/01-2025/12/31,28,2024/01/01-2024/12/31
D053574,"Receptors, Interleukin-1 Type II",6,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053577,Interleukin-1 Receptor Accessory Protein,9,2025/01/01-2025/12/31,14,2024/01/01-2024/12/31
D053578,Opsoclonus-Myoclonus Syndrome,17,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D053579,Gitelman Syndrome,22,2025/01/01-2025/12/31,23,2024/01/01-2024/12/31
D053580,Muscle Strength,4393,2025/01/01-2025/12/31,4018,2024/01/01-2024/12/31
D053581,Muscle Strength Dynamometer,103,2025/01/01-2025/12/31,92,2024/01/01-2024/12/31
D053582,Interleukin-1alpha,52,2025/01/01-2025/12/31,70,2024/01/01-2024/12/31
D053583,Interleukin-1beta,1593,2025/01/01-2025/12/31,1734,2024/01/01-2024/12/31
D053584,Urinoma,6,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053585,Virus Attachment,90,2025/01/01-2025/12/31,55,2024/01/01-2024/12/31
D053586,Virus Internalization,623,2025/01/01-2025/12/31,489,2024/01/01-2024/12/31
D053587,"Arthrometry, Articular",46,2025/01/01-2025/12/31,30,2024/01/01-2024/12/31
D053589,Nuchal Cord,2,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D053590,Interleukin 1 Receptor Antagonist Protein,146,2025/01/01-2025/12/31,180,2024/01/01-2024/12/31
D053591,Referred Pain,5,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053592,Interleukin-1 Receptor-Associated Kinases,75,2025/01/01-2025/12/31,76,2024/01/01-2024/12/31
D053593,Forensic Toxicology,250,2025/01/01-2025/12/31,180,2024/01/01-2024/12/31
D053594,Myeloid Differentiation Factor 88,398,2025/01/01-2025/12/31,419,2024/01/01-2024/12/31
D053595,Embryonic Stem Cells,576,2025/01/01-2025/12/31,568,2024/01/01-2024/12/31
D053604,Forensic Nursing,49,2025/01/01-2025/12/31,36,2024/01/01-2024/12/31
D053605,Leukemia Inhibitory Factor,53,2025/01/01-2025/12/31,61,2024/01/01-2024/12/31
D053606,"Receptors, OSM-LIF",49,2025/01/01-2025/12/31,81,2024/01/01-2024/12/31
D053607,Adrenomedullin,59,2025/01/01-2025/12/31,47,2024/01/01-2024/12/31
D053608,Stupor,1,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D053609,Lethargy,2,2025/01/01-2025/12/31,14,2024/01/01-2024/12/31
D053610,Opiate Alkaloids,1895,2025/01/01-2025/12/31,2164,2024/01/01-2024/12/31
D053612,Janus Kinases,1173,2025/01/01-2025/12/31,1130,2024/01/01-2024/12/31
D053613,Janus Kinase 1,216,2025/01/01-2025/12/31,165,2024/01/01-2024/12/31
D053614,Janus Kinase 2,594,2025/01/01-2025/12/31,595,2024/01/01-2024/12/31
D053616,Janus Kinase 3,50,2025/01/01-2025/12/31,45,2024/01/01-2024/12/31
D053624,Blastocyst Inner Cell Mass,16,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D053625,Sperm Retrieval,82,2025/01/01-2025/12/31,89,2024/01/01-2024/12/31
D053626,Atovaquone,19,2025/01/01-2025/12/31,39,2024/01/01-2024/12/31
D053627,Asthenozoospermia,117,2025/01/01-2025/12/31,109,2024/01/01-2024/12/31
D053628,"Receptors, Thrombopoietin",87,2025/01/01-2025/12/31,90,2024/01/01-2024/12/31
D053629,Thapsia,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053630,Depsides,221,2025/01/01-2025/12/31,208,2024/01/01-2024/12/31
D053631,Interleukin Receptor Common gamma Subunit,10,2025/01/01-2025/12/31,14,2024/01/01-2024/12/31
D053632,X-Linked Combined Immunodeficiency Diseases,6,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053633,"Receptor, Interferon alpha-beta",82,2025/01/01-2025/12/31,90,2024/01/01-2024/12/31
D053634,TYK2 Kinase,43,2025/01/01-2025/12/31,59,2024/01/01-2024/12/31
D053644,Naphthalimides,85,2025/01/01-2025/12/31,63,2024/01/01-2024/12/31
D053645,Interleukin-2 Receptor alpha Subunit,91,2025/01/01-2025/12/31,77,2024/01/01-2024/12/31
D053646,Interleukin-2 Receptor beta Subunit,10,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053647,"Receptors, Interleukin-15",38,2025/01/01-2025/12/31,35,2024/01/01-2024/12/31
D053648,Cytokine Receptor Common beta Subunit,4,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053649,"Receptors, Interleukin-5",17,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D053650,Interleukin-3 Receptor alpha Subunit,15,2025/01/01-2025/12/31,30,2024/01/01-2024/12/31
D053651,"Receptors, Interleukin-9",12,2025/01/01-2025/12/31,17,2024/01/01-2024/12/31
D053652,Nuclear Transfer Techniques,56,2025/01/01-2025/12/31,39,2024/01/01-2024/12/31
D053653,Pyelocystitis,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053655,"Receptors, Interleukin-21",21,2025/01/01-2025/12/31,23,2024/01/01-2024/12/31
D053656,Tenodesis,89,2025/01/01-2025/12/31,84,2024/01/01-2024/12/31
D053657,Platelet-Rich Plasma,817,2025/01/01-2025/12/31,902,2024/01/01-2024/12/31
D053658,"Receptors, Interleukin-4, Type I",39,2025/01/01-2025/12/31,52,2024/01/01-2024/12/31
D053659,"Receptors, Interleukin-4, Type II",34,2025/01/01-2025/12/31,43,2024/01/01-2024/12/31
D053660,"Receptors, Interleukin-13",49,2025/01/01-2025/12/31,61,2024/01/01-2024/12/31
D053661,Interleukin-13 Receptor alpha1 Subunit,5,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D053662,Interleukin-4 Receptor alpha Subunit,29,2025/01/01-2025/12/31,38,2024/01/01-2024/12/31
D053663,Interleukin-13 Receptor alpha2 Subunit,15,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D053666,Interleukin-5 Receptor alpha Subunit,5,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D053667,Syndecans,130,2025/01/01-2025/12/31,135,2024/01/01-2024/12/31
D053668,Syndecan-1,87,2025/01/01-2025/12/31,94,2024/01/01-2024/12/31
D053669,Syndecan-2,17,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D053670,Syndecan-3,8,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D053671,Syndecan-4,19,2025/01/01-2025/12/31,21,2024/01/01-2024/12/31
D053672,Electrochemotherapy,42,2025/01/01-2025/12/31,40,2024/01/01-2024/12/31
D053673,Glypicans,78,2025/01/01-2025/12/31,82,2024/01/01-2024/12/31
D053674,Aggrecans,50,2025/01/01-2025/12/31,78,2024/01/01-2024/12/31
D053675,Versicans,29,2025/01/01-2025/12/31,30,2024/01/01-2024/12/31
D053676,Syntenins,11,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053677,"Receptors, Oncostatin M",48,2025/01/01-2025/12/31,69,2024/01/01-2024/12/31
D053679,"Receptors, Oncostatin M, Type II",47,2025/01/01-2025/12/31,67,2024/01/01-2024/12/31
D053680,Leukemia Inhibitory Factor Receptor alpha Subunit,13,2025/01/01-2025/12/31,17,2024/01/01-2024/12/31
D053681,Oncostatin M Receptor beta Subunit,9,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D053682,Tendon Entrapment,89,2025/01/01-2025/12/31,98,2024/01/01-2024/12/31
D053683,Oncostatin M,34,2025/01/01-2025/12/31,42,2024/01/01-2024/12/31
D053684,De Quervain Disease,24,2025/01/01-2025/12/31,25,2024/01/01-2024/12/31
D053685,Laser Therapy,2335,2025/01/01-2025/12/31,2120,2024/01/01-2024/12/31
D053686,Fetal Stem Cells,0,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053687,Adult Stem Cells,2244,2025/01/01-2025/12/31,2193,2024/01/01-2024/12/31
D053698,Interleukin-6 Receptor alpha Subunit,1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053699,Interleukin-7 Receptor alpha Subunit,16,2025/01/01-2025/12/31,20,2024/01/01-2024/12/31
D053700,"Receptors, Interleukin-8",99,2025/01/01-2025/12/31,96,2024/01/01-2024/12/31
D053701,"Receptors, Interleukin-10",21,2025/01/01-2025/12/31,25,2024/01/01-2024/12/31
D053702,"Receptors, Interleukin-11",45,2025/01/01-2025/12/31,71,2024/01/01-2024/12/31
D053703,Interleukin-11 Receptor alpha Subunit,10,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053704,Capsule Endoscopy,163,2025/01/01-2025/12/31,139,2024/01/01-2024/12/31
D053705,Capsule Endoscopes,14,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D053706,Typhlitis,2,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D053707,"Receptors, Interleukin-12",12,2025/01/01-2025/12/31,13,2024/01/01-2024/12/31
D053709,Interleukin-10 Receptor alpha Subunit,7,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D053710,Interleukin-10 Receptor beta Subunit,7,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053711,Interleukin-12 Receptor beta 1 Subunit,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053712,Interleukin-12 Receptor beta 2 Subunit,2,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053713,Azoospermia,211,2025/01/01-2025/12/31,224,2024/01/01-2024/12/31
D053714,Aspermia,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053715,Cystotomy,9,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D053716,Female Athlete Triad Syndrome,13,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D053717,"Pneumonia, Ventilator-Associated",242,2025/01/01-2025/12/31,235,2024/01/01-2024/12/31
D053718,Scleromyxedema,6,2025/01/01-2025/12/31,17,2024/01/01-2024/12/31
D053719,Tandem Mass Spectrometry,4817,2025/01/01-2025/12/31,5523,2024/01/01-2024/12/31
D053720,Interleukin-15 Receptor alpha Subunit,14,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053721,"Receptors, Interleukin-16",49,2025/01/01-2025/12/31,56,2024/01/01-2024/12/31
D053722,"Receptors, Interleukin-17",61,2025/01/01-2025/12/31,62,2024/01/01-2024/12/31
D053723,Panax notoginseng,102,2025/01/01-2025/12/31,103,2024/01/01-2024/12/31
D053724,"Receptors, Interleukin-18",12,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053727,Interleukin-18 Receptor alpha Subunit,7,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D053728,Interleukin-18 Receptor beta Subunit,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053738,Interleukin-21 Receptor alpha Subunit,2,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D053739,Ciliary Neurotrophic Factor Receptor alpha Subunit,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053758,Nanoparticles,21712,2025/01/01-2025/12/31,19245,2024/01/01-2024/12/31
D053759,Interleukin-23,191,2025/01/01-2025/12/31,241,2024/01/01-2024/12/31
D053760,Interleukin-23 Subunit p19,33,2025/01/01-2025/12/31,44,2024/01/01-2024/12/31
D053761,Nanocomposites,1982,2025/01/01-2025/12/31,1957,2024/01/01-2024/12/31
D053762,Interleukin-12 Subunit p40,21,2025/01/01-2025/12/31,18,2024/01/01-2024/12/31
D053763,Presenilins,204,2025/01/01-2025/12/31,204,2024/01/01-2024/12/31
D053764,Presenilin-1,194,2025/01/01-2025/12/31,195,2024/01/01-2024/12/31
D053765,Interleukin-12 Subunit p35,8,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D053766,Presenilin-2,25,2025/01/01-2025/12/31,21,2024/01/01-2024/12/31
D053767,Glucagon-Like Peptide 2,32,2025/01/01-2025/12/31,37,2024/01/01-2024/12/31
D053768,Metal Nanoparticles,6362,2025/01/01-2025/12/31,6013,2024/01/01-2024/12/31
D053769,Nanocapsules,151,2025/01/01-2025/12/31,134,2024/01/01-2024/12/31
D053770,Nanowires,204,2025/01/01-2025/12/31,173,2024/01/01-2024/12/31
D053771,Glicentin,2,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053772,Oxyntomodulin,5,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053773,Transforming Growth Factor beta1,1041,2025/01/01-2025/12/31,1205,2024/01/01-2024/12/31
D053778,Thiazolidines,109,2025/01/01-2025/12/31,113,2024/01/01-2024/12/31
D053779,Latent TGF-beta Binding Proteins,17,2025/01/01-2025/12/31,29,2024/01/01-2024/12/31
D053781,Transforming Growth Factor beta2,77,2025/01/01-2025/12/31,87,2024/01/01-2024/12/31
D053782,Transforming Growth Factor beta3,37,2025/01/01-2025/12/31,47,2024/01/01-2024/12/31
D053783,"Magnetic Resonance Imaging, Interventional",69,2025/01/01-2025/12/31,72,2024/01/01-2024/12/31
D053798,Magnetocardiography,23,2025/01/01-2025/12/31,13,2024/01/01-2024/12/31
D053799,2-Pyridinylmethylsulfinylbenzimidazoles,203,2025/01/01-2025/12/31,232,2024/01/01-2024/12/31
D053800,beta-Keratins,3,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053801,Capillary Electrochromatography,13,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D053802,Tryptases,58,2025/01/01-2025/12/31,87,2024/01/01-2024/12/31
D053803,Forensic Genetics,289,2025/01/01-2025/12/31,193,2024/01/01-2024/12/31
D053804,Granzymes,169,2025/01/01-2025/12/31,168,2024/01/01-2024/12/31
D053805,"Fractional Flow Reserve, Myocardial",346,2025/01/01-2025/12/31,403,2024/01/01-2024/12/31
D053818,Chymases,25,2025/01/01-2025/12/31,31,2024/01/01-2024/12/31
D053819,Atelinae,18,2025/01/01-2025/12/31,25,2024/01/01-2024/12/31
D053820,Pitheciidae,9,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D053821,Cardiovascular Infections,291,2025/01/01-2025/12/31,427,2024/01/01-2024/12/31
D053822,Ailuridae,9,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D053823,Hedgehog Proteins,376,2025/01/01-2025/12/31,447,2024/01/01-2024/12/31
D053824,"Protein Tyrosine Phosphatase, Non-Receptor Type 6",39,2025/01/01-2025/12/31,37,2024/01/01-2024/12/31
D053825,Suburethral Slings,124,2025/01/01-2025/12/31,132,2024/01/01-2024/12/31
D053826,Eupleridae,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D053827,Nandiniidae,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D053828,"Stockings, Compression",40,2025/01/01-2025/12/31,49,2024/01/01-2024/12/31
D053829,Amyloid Precursor Protein Secretases,282,2025/01/01-2025/12/31,315,2024/01/01-2024/12/31
D053830,Plant Viral Movement Proteins,17,2025/01/01-2025/12/31,12,2024/01/01-2024/12/31
D053831,Surgical Fixation Devices,3513,2025/01/01-2025/12/31,3757,2024/01/01-2024/12/31
D053832,Surgical Tape,24,2025/01/01-2025/12/31,32,2024/01/01-2024/12/31
D053833,Wetlands,1246,2025/01/01-2025/12/31,1249,2024/01/01-2024/12/31
D053834,Explosive Agents,55,2025/01/01-2025/12/31,45,2024/01/01-2024/12/31
D053835,Unilamellar Liposomes,116,2025/01/01-2025/12/31,103,2024/01/01-2024/12/31
D053836,"DNA Degradation, Necrotic",33,2025/01/01-2025/12/31,28,2024/01/01-2024/12/31
D053837,DNA Cleavage,71,2025/01/01-2025/12/31,54,2024/01/01-2024/12/31
D053838,"Scattering, Small Angle",224,2025/01/01-2025/12/31,214,2024/01/01-2024/12/31
D053839,Begomovirus,109,2025/01/01-2025/12/31,75,2024/01/01-2024/12/31
D053840,Brugada Syndrome,81,2025/01/01-2025/12/31,113,2024/01/01-2024/12/31
D053841,Electroosmosis,30,2025/01/01-2025/12/31,42,2024/01/01-2024/12/31
D053842,Microsatellite Instability,534,2025/01/01-2025/12/31,496,2024/01/01-2024/12/31
D053843,DNA Mismatch Repair,408,2025/01/01-2025/12/31,372,2024/01/01-2024/12/31
D053844,"Lasers, Solid-State",542,2025/01/01-2025/12/31,528,2024/01/01-2024/12/31
D053858,Metabolic Networks and Pathways,11828,2025/01/01-2025/12/31,9539,2024/01/01-2024/12/31
D053860,Pallidotomy,3,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D053878,Hemolytic Agents,1,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D053898,Biosynthetic Pathways,626,2025/01/01-2025/12/31,508,2024/01/01-2024/12/31
D053903,"DNA Breaks, Double-Stranded",481,2025/01/01-2025/12/31,480,2024/01/01-2024/12/31
D053904,"DNA Breaks, Single-Stranded",25,2025/01/01-2025/12/31,28,2024/01/01-2024/12/31
D053918,Papillomavirus Vaccines,856,2025/01/01-2025/12/31,717,2024/01/01-2024/12/31
D053938,DNA Fragmentation,222,2025/01/01-2025/12/31,188,2024/01/01-2024/12/31
D053958,Dipterocarpaceae,6,2025/01/01-2025/12/31,11,2024/01/01-2024/12/31
D053959,Alpha-Amanitin,11,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D053960,DNA Breaks,513,2025/01/01-2025/12/31,522,2024/01/01-2024/12/31
D053961,Azabicyclo Compounds,1052,2025/01/01-2025/12/31,1140,2024/01/01-2024/12/31
D053978,Pentacyclic Triterpenes,843,2025/01/01-2025/12/31,834,2024/01/01-2024/12/31
